error:  -16.00
value of H at the initial condition:  -1.3362071584596453
numerical integration starts...
 580214.679 20 -98.0
 580485.738 20 -98.0
 580755.843 20 -99.0
 581025.509 20 -102.0
 581296.758 20 -102.0
 581566.174 20 -106.0
 581836.945 20 -104.0
 582108.032 20 -109.0
 582377.923 20 -108.0
 582648.817 20 -108.0
 582918.940 20 -112.0
 583188.973 20 -108.0
 583460.198 20 -106.0
 583729.426 20 -105.0
 584000.023 20 -106.0
 584270.724 20 -104.0
 584540.700 20 -105.0
 584811.580 20 -103.0
 585081.627 20 -103.0
 585351.995 20 -100.0
 585623.123 20 -100.0
 585892.987 20 -99.0
 586162.990 20 -103.0
 586434.072 20 -105.0
 586703.423 20 -112.0
 586974.240 20 -112.0
 587244.770 20 -109.0
 587514.812 20 -110.0
 587785.936 20 -109.0
 588056.033 20 -111.0
 588326.054 20 -110.0
 588597.229 20 -105.0
 588866.647 20 -106.0
 589137.440 20 -105.0
 589407.839 20 -105.0
 589677.651 20 -104.0
 589948.746 20 -99.0
 590218.467 20 -97.0
 590488.999 20 -97.0
 590760.324 20 -96.0
 591030.041 20 -94.0
 591300.800 20 -92.0
 591571.242 20 -95.0
 591840.897 20 -90.0
 592112.080 20 -89.0
 592381.664 20 -91.0
 592652.016 20 -91.0
 592923.052 20 -92.0
 593193.117 20 -90.0
 593463.472 20 -90.0
 593734.081 20 -92.0
 594003.901 20 -92.0
 594274.862 20 -91.0
 594544.913 20 -90.0
 594814.629 20 -87.0
 595085.768 20 -84.0
 595355.465 20 -86.0
 595626.049 20 -89.0
 595897.189 20 -91.0
 596166.921 20 -89.0
 596438.023 20 -89.0
 596708.266 20 -90.0
 596977.940 20 -86.0
 597249.401 20 -84.0
 597518.505 20 -81.0
 597789.155 20 -80.0
 598059.976 20 -80.0
 598329.972 20 -80.0
 598600.829 20 -77.0
 598870.845 20 -76.0
 599141.024 20 -76.0
 599412.112 20 -75.0
 599681.888 20 -74.0
 599951.988 20 -76.0
 600222.656 20 -79.0
 600492.532 20 -77.0
 600763.297 20 -81.0
 601033.730 20 -77.0
 601303.875 20 -76.0
 601575.211 20 -73.0
 601845.429 20 -73.0
 602115.233 20 -71.0
 602386.347 20 -76.0
 602655.693 20 -76.0
 602926.645 20 -75.0
 603197.062 20 -74.0
 603466.817 20 -75.0
 603738.005 20 -72.0
 604007.910 20 -73.0
 604278.209 20 -75.0
 604549.290 20 -78.0
 604818.948 20 -80.0
 605089.788 20 -79.0
 605359.934 20 -79.0
 605629.653 20 -79.0
 605900.687 20 -78.0
 606170.424 20 -77.0
 606440.823 20 -77.0
 606712.117 20 -76.0
 606982.377 20 -78.0
 607252.705 20 -76.0
 607523.231 20 -74.0
 607792.936 20 -76.0
 608063.897 20 -78.0
 608333.967 20 -79.0
 608603.678 20 -81.0
 608874.829 20 -79.0
 609144.822 20 -80.0
 609415.275 20 -79.0
 609686.003 20 -78.0
 609955.714 20 -79.0
 610226.943 20 -77.0
 610497.127 20 -81.0
 610766.550 20 -81.0
 611038.020 20 -84.0
 611307.377 20 -79.0
 611577.991 20 -82.0
 611849.065 20 -82.0
 612118.996 20 -84.0
 612389.942 20 -85.0
 612660.104 20 -88.0
 612929.877 20 -87.0
 613201.027 20 -87.0
 613470.665 20 -90.0
 613740.902 20 -89.0
 614011.688 20 -90.0
 614281.709 20 -92.0
 614552.386 20 -88.0
 614822.750 20 -90.0
 615092.783 20 -94.0
 615363.909 20 -94.0
 615634.102 20 -95.0
 615903.670 20 -95.0
 616174.744 20 -98.0
 616444.247 20 -99.0
 616714.995 20 -98.0
 616985.640 20 -100.0
 617255.340 20 -95.0
 617526.785 20 -98.0
 617796.960 20 -98.0
 618066.677 20 -99.0
 618337.923 20 -98.0
 618607.367 20 -98.0
 618878.068 20 -100.0
 619148.496 20 -98.0
 619418.345 20 -93.0
 619689.339 20 -92.0
 619959.426 20 -88.0
 620229.670 20 -90.0
 620500.672 20 -90.0
 620770.873 20 -88.0
 621041.351 20 -88.0
 621311.923 20 -89.0
 621581.418 20 -89.0
 621852.299 20 -86.0
 622122.593 20 -88.0
 622392.451 20 -92.0
 622663.731 20 -92.0
 622933.997 20 -88.0
 623204.182 20 -86.0
 623474.925 20 -86.0
 623744.469 20 -88.0
 624015.469 20 -84.0
 624285.809 20 -83.0
 624555.252 20 -83.0
 624826.462 20 -87.0
 625096.345 20 -88.0
 625366.823 20 -88.0
 625637.580 20 -89.0
 625907.487 20 -89.0
 626178.649 20 -89.0
 626449.066 20 -86.0
 626718.508 20 -87.0
 626989.794 20 -91.0
 627259.344 20 -92.0
 627529.807 20 -92.0
 627800.676 20 -88.0
 628070.811 20 -85.0
 628341.527 20 -83.0
 628611.862 20 -84.0
 628881.666 20 -82.0
 629152.776 20 -79.0
 629422.953 20 -80.0
 629692.673 20 -76.0
 629963.489 20 -75.0
 630233.319 20 -75.0
 630504.060 20 -77.0
 630774.637 20 -77.0
 631044.407 20 -75.0
 631315.821 20 -76.0
 631586.218 20 -77.0
 631855.834 20 -80.0
 632127.025 20 -79.0
 632396.188 20 -83.0
 632667.075 20 -79.0
 632937.753 20 -81.0
 633207.418 20 -82.0
 633478.723 20 -84.0
 633748.887 20 -78.0
 634019.015 20 -78.0
 634289.838 20 -76.0
 634559.821 20 -78.0
 634830.325 20 -81.0
 635100.779 20 -76.0
 635370.349 20 -74.0
 635641.212 20 -77.0
 635911.501 20 -81.0
 636181.533 20 -83.0
 636452.627 20 -82.0
 636723.084 20 -84.0
 636993.291 20 -84.0
 637264.102 20 -86.0
 637533.325 20 -83.0
 637804.436 20 -79.0
 638074.900 20 -78.0
 638344.170 20 -79.0
 638615.540 20 -82.0
 638885.701 20 -86.0
 639156.165 20 -87.0
 639426.813 20 -85.0
 639696.515 20 -88.0
 639967.489 20 -83.0
 640237.869 20 -83.0
 640507.409 20 -83.0
 640778.402 20 -86.0
 641048.237 20 -90.0
 641318.702 20 -89.0
 641589.466 20 -90.0
 641859.574 20 -91.0
 642130.351 20 -90.0
 642400.956 20 -88.0
 642670.390 20 -87.0
 642941.360 20 -88.0
 643211.580 20 -91.0
 643481.229 20 -92.0
 643752.341 20 -91.0
 644022.420 20 -89.0
 644293.018 20 -89.0
 644563.650 20 -86.0
 644833.233 20 -86.0
 645104.201 20 -88.0
 645374.672 20 -90.0
 645644.301 20 -88.0
 645915.336 20 -85.0
 646184.879 20 -87.0
 646455.564 20 -88.0
 646726.208 20 -87.0
 646995.969 20 -87.0
 647267.106 20 -89.0
 647537.626 20 -88.0
 647807.407 20 -89.0
 648078.354 20 -92.0
 648347.797 20 -94.0
 648618.262 20 -95.0
 648889.103 20 -96.0
 649158.877 20 -98.0
 649429.913 20 -98.0
 649700.489 20 -98.0
 649970.502 20 -94.0
 650241.352 20 -94.0
 650511.635 20 -93.0
 650781.904 20 -92.0
 651052.772 20 -89.0
 651322.010 20 -87.0
 651592.801 20 -89.0
 651863.414 20 -91.0
 652133.075 20 -94.0
 652404.275 20 -95.0
 652674.667 20 -98.0
 652944.888 20 -96.0
 653215.918 20 -92.0
 653485.059 20 -95.0
 653756.234 20 -92.0
 654026.754 20 -90.0
 654296.227 20 -92.0
 654567.342 20 -92.0
 654837.442 20 -96.0
 655107.902 20 -91.0
 655378.591 20 -91.0
 655648.564 20 -90.0
 655919.384 20 -92.0
 656189.978 20 -90.0
 656459.394 20 -90.0
 656730.222 20 -91.0
 657000.440 20 -92.0
 657270.487 20 -92.0
 657541.408 20 -96.0
 657811.524 20 -97.0
 658082.262 20 -100.0
 658353.067 20 -101.0
 658622.522 20 -102.0
 658893.486 20 -98.0
 659163.976 20 -95.0
 659433.524 20 -95.0
 659704.599 20 -97.0
 659974.287 20 -99.0
 660244.999 20 -100.0
 660515.676 20 -102.0
 660785.360 20 -102.0
 661056.322 20 -106.0
 661326.786 20 -108.0
 661596.581 20 -108.0
 661867.630 20 -107.0
 662136.975 20 -110.0
 662407.557 20 -112.0
 662678.281 20 -108.0
 662947.974 20 -110.0
 663218.963 20 -105.0
 663489.700 20 -106.0
 663759.575 20 -112.0
 664030.397 20 -117.0
 664300.616 20 -115.0
 664570.516 20 -119.0
 664841.409 20 -119.0
 665111.013 20 -119.0
 665381.773 20 -122.0
 665652.435 20 -119.0
 665922.281 20 -118.0
 666193.059 20 -117.0
 666463.371 20 -117.0
 666733.457 20 -118.0
 667004.712 20 -111.0
 667273.675 20 -110.0
 667544.553 20 -108.0
 667815.160 20 -108.0
 668084.790 20 -114.0
 668355.856 20 -116.0
 668626.214 20 -119.0
 668896.647 20 -117.0
 669167.563 20 -118.0
 669437.293 20 -120.0
 669707.980 20 -119.0
 669978.645 20 -119.0
 670248.197 20 -118.0
 670519.001 20 -119.0
 670789.255 20 -114.0
 671059.502 20 -118.0
 671330.247 20 -118.0
 671600.239 20 -118.0
 671870.726 20 -122.0
 672141.807 20 -124.0
 672410.991 20 -124.0
 672681.788 20 -125.0
 672952.337 20 -123.0
 673221.935 20 -119.0
 673493.098 20 -120.0
 673762.924 20 -121.0
 674033.807 20 -120.0
 674304.768 20 -118.0
 674574.269 20 -117.0
 674845.127 20 -121.0
 675115.642 20 -121.0
 675385.440 20 -121.0
 675656.495 20 -119.0
 675925.983 20 -120.0
 676196.544 20 -122.0
 676467.240 20 -121.0
 676737.083 20 -119.0
 677007.794 20 -116.0
 677278.534 20 -111.0
 677548.400 20 -106.0
 677819.248 20 -104.0
 678089.228 20 -102.0
 678359.216 20 -104.0
 678630.171 20 -100.0
 678899.722 20 -100.0
 679170.574 20 -103.0
 679441.546 20 -104.0
 679711.316 20 -105.0
 679982.114 20 -107.0
 680252.443 20 -108.0
 680522.256 20 -108.0
 680793.471 20 -110.0
 681062.647 20 -109.0
 681333.392 20 -108.0
 681604.162 20 -103.0
 681873.955 20 -105.0
 682144.931 20 -102.0
 682415.129 20 -104.0
 682685.497 20 -100.0
 682956.657 20 -101.0
 683225.979 20 -103.0
 683496.483 20 -103.0
 683767.329 20 -102.0
 684036.817 20 -101.0
 684307.867 20 -97.0
 684578.314 20 -98.0
 684848.601 20 -100.0
 685119.441 20 -100.0
 685389.527 20 -101.0
 685659.816 20 -102.0
 685930.754 20 -99.0
 686200.143 20 -96.0
 686470.819 20 -96.0
 686741.266 20 -95.0
 687011.113 20 -95.0
 687282.071 20 -96.0
 687551.968 20 -100.0
 687822.666 20 -96.0
 688093.808 20 -99.0
 688363.084 20 -100.0
 688633.942 20 -101.0
 688904.495 20 -104.0
 689174.064 20 -105.0
 689445.362 20 -102.0
 689714.909 20 -101.0
 689985.613 20 -98.0
 690256.490 20 -102.0
 690526.358 20 -103.0
 690796.914 20 -105.0
 691067.415 20 -102.0
 691337.294 20 -106.0
 691608.156 20 -105.0
 691877.962 20 -105.0
 692148.187 20 -104.0
 692419.041 20 -105.0
 692688.858 20 -105.0
 692959.434 20 -103.0
 693230.595 20 -105.0
 693500.341 20 -107.0
 693771.211 20 -109.0
 694041.364 20 -110.0
 694310.890 20 -110.0
 694582.366 20 -109.0
 694851.526 20 -109.0
 695122.344 20 -112.0
 695393.345 20 -115.0
 695663.211 20 -115.0
 695934.044 20 -114.0
 696204.230 20 -117.0
 696474.386 20 -115.0
 696745.597 20 -118.0
 697014.800 20 -117.0
 697285.316 20 -117.0
 697556.040 20 -120.0
 697825.865 20 -122.0
 698096.684 20 -125.0
 698367.097 20 -127.0
 698637.492 20 -127.0
 698908.597 20 -129.0
 699178.565 20 -130.0
 699448.608 20 -132.0
 699719.756 20 -132.0
 699989.165 20 -131.0
 700259.839 20 -133.0
 700530.419 20 -132.0
 700800.424 20 -128.0
 701071.358 20 -128.0
 701341.312 20 -133.0
 701611.559 20 -134.0
 701882.785 20 -133.0
 702152.025 20 -136.0
 702422.741 20 -133.0
 702693.237 20 -136.0
 702962.946 20 -132.0
 703234.081 20 -131.0
 703503.727 20 -130.0
 703774.343 20 -133.0
 704045.624 20 -132.0
 704315.470 20 -133.0
 704586.031 20 -129.0
 704856.607 20 -128.0
 705126.407 20 -129.0
 705397.399 20 -124.0
 705667.142 20 -129.0
 705937.483 20 -128.0
 706208.319 20 -126.0
 706478.308 20 -125.0
 706748.773 20 -124.0
 707019.456 20 -126.0
 707289.317 20 -129.0
 707560.372 20 -129.0
 707830.391 20 -127.0
 708100.046 20 -126.0
 708371.200 20 -127.0
 708640.760 20 -125.0
 708911.458 20 -126.0
 709182.629 20 -124.0
 709452.416 20 -123.0
 709723.369 20 -122.0
 709993.550 20 -124.0
 710263.434 20 -125.0
 710534.704 20 -125.0
 710803.939 20 -126.0
 711074.554 20 -125.0
 711345.306 20 -124.0
 711615.337 20 -126.0
 711886.168 20 -128.0
 712156.250 20 -131.0
 712426.565 20 -132.0
 712697.660 20 -132.0
 712967.461 20 -133.0
 713237.488 20 -134.0
 713508.483 20 -131.0
 713777.958 20 -131.0
 714048.723 20 -134.0
 714319.314 20 -133.0
 714589.338 20 -132.0
 714860.535 20 -130.0
 715130.671 20 -134.0
 715400.553 20 -133.0
 715671.786 20 -133.0
 715941.147 20 -132.0
 716211.877 20 -129.0
 716482.306 20 -128.0
 716752.163 20 -132.0
 717023.196 20 -131.0
 717293.026 20 -134.0
 717563.453 20 -136.0
 717834.590 20 -138.0
 718104.209 20 -138.0
 718374.952 20 -140.0
 718645.405 20 -137.0
 718915.039 20 -139.0
 719186.144 20 -141.0
 719455.847 20 -141.0
 719726.258 20 -143.0
 719997.441 20 -146.0
 720267.578 20 -140.0
 720537.782 20 -143.0
 720808.456 20 -144.0
 721078.112 20 -143.0
 721349.021 20 -146.0
 721619.174 20 -146.0
 721888.947 20 -142.0
 722160.070 20 -146.0
 722429.960 20 -147.0
 722700.411 20 -150.0
 722971.438 20 -150.0
 723241.135 20 -148.0
 723512.247 20 -149.0
 723782.495 20 -150.0
 724052.005 20 -150.0
 724323.530 20 -152.0
 724592.669 20 -151.0
 724863.202 20 -154.0
 725134.291 20 -152.0
 725404.338 20 -154.0
 725675.117 20 -156.0
 725945.280 20 -156.0
 726215.235 20 -157.0
 726486.321 20 -155.0
 726756.126 20 -157.0
 727026.207 20 -159.0
 727296.937 20 -158.0
 727566.966 20 -159.0
 727837.629 20 -163.0
 728108.068 20 -166.0
 728378.153 20 -163.0
 728649.489 20 -161.0
 728919.801 20 -159.0
 729189.493 20 -162.0
 729460.757 20 -163.0
 729729.978 20 -162.0
 730000.767 20 -164.0
 730271.395 20 -165.0
 730541.184 20 -166.0
 730812.390 20 -163.0
 731082.430 20 -167.0
 731352.542 20 -168.0
 731623.668 20 -171.0
 731893.296 20 -169.0
 732164.057 20 -173.0
 732434.393 20 -173.0
 732704.211 20 -173.0
 732975.206 20 -171.0
 733245.020 20 -171.0
 733515.382 20 -169.0
 733786.668 20 -173.0
 734056.958 20 -173.0
 734327.230 20 -172.0
 734597.799 20 -173.0
 734867.372 20 -166.0
 735138.374 20 -171.0
 735408.498 20 -168.0
 735678.215 20 -165.0
 735949.404 20 -161.0
 736219.476 20 -165.0
 736489.836 20 -169.0
 736760.599 20 -172.0
 737030.254 20 -177.0
 737301.428 20 -178.0
 737571.606 20 -177.0
 737841.084 20 -175.0
 738112.462 20 -177.0
 738381.967 20 -177.0
 738652.546 20 -180.0
 738923.606 20 -182.0
 739193.467 20 -182.0
 739464.470 20 -178.0
 739734.627 20 -176.0
 740004.238 20 -176.0
 740275.527 20 -174.0
 740545.065 20 -176.0
 740815.255 20 -177.0
 741086.086 20 -178.0
 741356.269 20 -176.0
 741626.917 20 -174.0
 741897.230 20 -173.0
 742167.135 20 -176.0
 742438.136 20 -172.0
 742708.292 20 -171.0
 742977.898 20 -169.0
 743248.934 20 -169.0
 743518.631 20 -167.0
 743789.270 20 -171.0
 744059.887 20 -171.0
 744329.647 20 -172.0
 744601.045 20 -173.0
 744871.360 20 -170.0
 745140.831 20 -171.0
 745412.181 20 -170.0
 745681.436 20 -172.0
 745952.143 20 -173.0
 746222.793 20 -174.0
 746492.720 20 -178.0
 746763.707 20 -174.0
 747033.927 20 -173.0
 747304.032 20 -173.0
 747574.979 20 -173.0
 747845.134 20 -175.0
 748115.446 20 -174.0
 748386.042 20 -171.0
 748655.713 20 -173.0
 748926.591 20 -174.0
 749196.840 20 -176.0
 749466.770 20 -175.0
 749737.988 20 -178.0
 750008.404 20 -179.0
 750278.407 20 -175.0
 750549.225 20 -174.0
 750818.439 20 -176.0
 751089.576 20 -178.0
 751360.072 20 -178.0
 751629.474 20 -175.0
 751900.810 20 -173.0
 752170.922 20 -178.0
 752441.360 20 -180.0
 752712.089 20 -181.0
 752981.838 20 -185.0
 753252.849 20 -183.0
 753523.265 20 -184.0
 753792.712 20 -185.0
 754063.833 20 -188.0
 754333.636 20 -186.0
 754604.052 20 -184.0
 754874.880 20 -185.0
 755145.082 20 -185.0
 755415.801 20 -187.0
 755686.271 20 -191.0
 755955.861 20 -189.0
 756227.019 20 -196.0
 756497.210 20 -198.0
 756766.830 20 -196.0
 757037.781 20 -195.0
 757307.777 20 -197.0
 757578.440 20 -203.0
 757849.054 20 -197.0
 758118.809 20 -197.0
 758390.078 20 -193.0
 758660.468 20 -196.0
 758929.933 20 -201.0
 759201.146 20 -201.0
 759470.453 20 -203.0
 759741.191 20 -208.0
 760011.924 20 -206.0
 760281.640 20 -205.0
 760553.048 20 -207.0
 760823.371 20 -207.0
 761093.306 20 -212.0
 761364.269 20 -211.0
 761634.236 20 -208.0
 761904.621 20 -207.0
 762175.066 20 -205.0
 762444.825 20 -205.0
 762715.697 20 -202.0
 762986.019 20 -201.0
 763256.049 20 -204.0
 763526.934 20 -207.0
 763797.330 20 -209.0
 764067.443 20 -206.0
 764338.322 20 -212.0
 764607.511 20 -212.0
 764878.439 20 -213.0
 765149.024 20 -217.0
 765418.453 20 -219.0
 765689.827 20 -217.0
 765960.150 20 -214.0
 766230.477 20 -211.0
 766501.222 20 -211.0
 766770.760 20 -212.0
 767041.674 20 -210.0
 767312.132 20 -214.0
 767581.681 20 -217.0
 767852.691 20 -214.0
 768122.717 20 -210.0
 768393.129 20 -215.0
 768663.818 20 -219.0
 768933.910 20 -220.0
 769204.583 20 -219.0
 769475.213 20 -219.0
 769744.535 20 -220.0
 770015.487 20 -219.0
 770285.823 20 -219.0
 770555.661 20 -219.0
 770826.636 20 -217.0
 771096.830 20 -217.0
 771367.400 20 -218.0
 771638.204 20 -215.0
 771907.625 20 -219.0
 772178.706 20 -217.0
 772449.175 20 -216.0
 772718.646 20 -214.0
 772989.767 20 -214.0
 773259.426 20 -218.0
 773530.137 20 -216.0
 773800.803 20 -220.0
 774070.517 20 -218.0
 774341.645 20 -220.0
 774612.156 20 -219.0
 774881.835 20 -218.0
 775152.839 20 -216.0
 775422.275 20 -216.0
 775692.756 20 -214.0
 775963.563 20 -212.0
 776233.330 20 -209.0
 776504.383 20 -206.0
 776775.049 20 -206.0
 777044.946 20 -206.0
 777315.698 20 -207.0
 777585.986 20 -213.0
 777856.042 20 -209.0
 778126.934 20 -208.0
 778396.409 20 -208.0
 778667.105 20 -213.0
 778937.765 20 -213.0
 779207.545 20 -214.0
 779478.577 20 -217.0
 779748.919 20 -223.0
 780019.066 20 -224.0
 780290.197 20 -225.0
 780559.181 20 -223.0
 780830.245 20 -223.0
 781100.969 20 -226.0
 781370.405 20 -226.0
 781641.670 20 -223.0
 781911.905 20 -223.0
 782182.285 20 -223.0
 782453.017 20 -223.0
 782722.954 20 -224.0
 782993.605 20 -222.0
 783264.211 20 -222.0
 783533.634 20 -219.0
 783804.410 20 -216.0
 784074.732 20 -216.0
 784344.844 20 -218.0
 784615.643 20 -221.0
 784885.731 20 -220.0
 785156.352 20 -217.0
 785427.411 20 -216.0
 785696.494 20 -218.0
 785967.394 20 -220.0
 786238.023 20 -215.0
 786507.311 20 -218.0
 786778.535 20 -219.0
 787048.498 20 -223.0
 787319.231 20 -226.0
 787590.049 20 -226.0
 787859.621 20 -227.0
 788130.514 20 -225.0
 788401.003 20 -224.0
 788670.734 20 -225.0
 788941.720 20 -222.0
 789211.262 20 -222.0
 789481.778 20 -222.0
 789752.476 20 -223.0
 790022.356 20 -223.0
 790293.200 20 -224.0
 790563.951 20 -223.0
 790833.662 20 -227.0
 791104.488 20 -226.0
 791374.642 20 -225.0
 791644.383 20 -222.0
 791915.522 20 -222.0
 792185.036 20 -224.0
 792455.938 20 -225.0
 792726.792 20 -222.0
 792996.578 20 -220.0
 793267.412 20 -223.0
 793537.763 20 -224.0
 793807.632 20 -223.0
 794078.861 20 -219.0
 794347.992 20 -223.0
 794618.780 20 -221.0
 794889.433 20 -225.0
 795159.189 20 -222.0
 795430.108 20 -223.0
 795700.471 20 -223.0
 795970.844 20 -222.0
 796241.791 20 -226.0
 796511.085 20 -225.0
 796781.641 20 -227.0
 797052.543 20 -228.0
 797322.044 20 -232.0
 797592.962 20 -233.0
 797863.493 20 -234.0
 798133.699 20 -233.0
 798404.460 20 -231.0
 798674.499 20 -232.0
 798944.662 20 -234.0
 799215.722 20 -236.0
 799484.925 20 -235.0
 799755.653 20 -235.0
 800026.277 20 -234.0
 800296.109 20 -235.0
 800567.068 20 -238.0
 800837.040 20 -236.0
 801107.711 20 -235.0
 801378.943 20 -239.0
 801648.100 20 -240.0
 801918.960 20 -239.0
 802189.657 20 -236.0
 802459.161 20 -237.0
 802730.398 20 -239.0
 803000.150 20 -235.0
 803270.684 20 -237.0
 803541.476 20 -233.0
 803811.357 20 -235.0
 804081.841 20 -233.0
 804352.544 20 -232.0
 804622.228 20 -234.0
 804892.992 20 -231.0
 805163.143 20 -233.0
 805433.239 20 -233.0
 805704.082 20 -231.0
 805973.905 20 -229.0
 806244.570 20 -228.0
 806515.816 20 -231.0
 806785.428 20 -232.0
 807056.377 20 -230.0
 807326.771 20 -231.0
 807596.269 20 -233.0
 807867.657 20 -233.0
 808136.918 20 -233.0
 808407.692 20 -233.0
 808678.566 20 -235.0
 808948.375 20 -234.0
 809219.124 20 -229.0
 809489.422 20 -227.0
 809759.609 20 -229.0
 810030.760 20 -231.0
 810300.015 20 -233.0
 810570.570 20 -230.0
 810841.312 20 -233.0
 811111.033 20 -231.0
 811381.795 20 -232.0
 811652.374 20 -227.0
 811922.572 20 -225.0
 812193.594 20 -227.0
 812463.697 20 -228.0
 812733.599 20 -233.0
 813004.741 20 -231.0
 813274.042 20 -231.0
 813544.766 20 -235.0
 813815.413 20 -239.0
 814085.325 20 -240.0
 814356.238 20 -241.0
 814626.268 20 -239.0
 814896.642 20 -240.0
 815167.795 20 -242.0
 815436.945 20 -242.0
 815707.665 20 -240.0
 815978.263 20 -243.0
 816248.050 20 -239.0
 816519.134 20 -237.0
 816788.929 20 -240.0
 817059.607 20 -240.0
 817330.703 20 -238.0
 817600.467 20 -238.0
 817870.855 20 -239.0
 818141.487 20 -242.0
 818411.093 20 -243.0
 818682.016 20 -244.0
 818952.078 20 -243.0
 819222.316 20 -245.0
 819493.196 20 -248.0
 819763.178 20 -252.0
 820033.517 20 -251.0
 820304.465 20 -251.0
 820574.058 20 -251.0
 820844.967 20 -253.0
 821115.128 20 -250.0
 821384.834 20 -253.0
 821656.039 20 -252.0
 821925.606 20 -254.0
 822196.212 20 -256.0
 822467.476 20 -256.0
 822737.124 20 -257.0
 823008.011 20 -255.0
 823278.231 20 -252.0
 823547.826 20 -250.0
 823819.243 20 -242.0
 824088.590 20 -239.0
 824359.071 20 -243.0
 824629.962 20 -244.0
 824900.018 20 -243.0
 825170.587 20 -241.0
 825441.036 20 -244.0
 825711.144 20 -246.0
 825982.281 20 -241.0
 826252.092 20 -242.0
 826521.984 20 -241.0
 826793.192 20 -241.0
 827062.774 20 -239.0
 827333.371 20 -239.0
 827604.334 20 -236.0
 827874.255 20 -233.0
 828145.336 20 -233.0
 828415.426 20 -234.0
 828685.122 20 -238.0
 828956.479 20 -240.0
 829225.688 20 -237.0
 829496.477 20 -236.0
 829767.155 20 -236.0
 830037.057 20 -238.0
 830308.046 20 -232.0
 830577.993 20 -231.0
 830848.348 20 -228.0
 831119.578 20 -227.0
 831389.064 20 -226.0
 831659.474 20 -224.0
 831930.129 20 -229.0
 832199.852 20 -232.0
 832470.806 20 -237.0
 832740.871 20 -237.0
 833011.201 20 -237.0
 833282.316 20 -238.0
 833552.443 20 -240.0
 833822.566 20 -243.0
 834093.367 20 -241.0
 834363.014 20 -239.0
 834633.844 20 -239.0
 834904.081 20 -244.0
 835173.901 20 -244.0
 835444.933 20 -246.0
 835714.866 20 -247.0
 835985.288 20 -245.0
 836256.390 20 -247.0
 836525.997 20 -250.0
 836797.029 20 -245.0
 837067.246 20 -244.0
 837336.758 20 -243.0
 837608.073 20 -243.0
 837877.446 20 -249.0
 838148.017 20 -249.0
 838419.182 20 -251.0
 838689.292 20 -251.0
 838959.860 20 -249.0
 839230.121 20 -250.0
 839499.999 20 -247.0
 839771.058 20 -247.0
 840040.830 20 -244.0
 840310.841 20 -248.0
 840581.812 20 -247.0
 840851.780 20 -245.0
 841122.286 20 -246.0
 841392.848 20 -248.0
 841662.737 20 -247.0
 841934.030 20 -246.0
 842204.263 20 -249.0
 842473.579 20 -251.0
 842745.050 20 -249.0
 843014.355 20 -251.0
 843285.013 20 -254.0
 843555.951 20 -253.0
 843825.818 20 -253.0
 844096.926 20 -257.0
 844367.025 20 -257.0
 844636.933 20 -257.0
 844908.065 20 -257.0
 845177.558 20 -260.0
 845448.066 20 -261.0
 845718.719 20 -263.0
 845988.710 20 -262.0
 846259.521 20 -263.0
 846529.562 20 -260.0
 846799.693 20 -266.0
 847070.871 20 -265.0
 847341.106 20 -265.0
 847610.930 20 -267.0
 847881.752 20 -272.0
 848151.199 20 -270.0
 848422.041 20 -271.0
 848692.495 20 -269.0
 848962.250 20 -265.0
 849233.759 20 -262.0
 849503.957 20 -263.0
 849773.837 20 -262.0
 850044.880 20 -261.0
 850314.215 20 -258.0
 850585.062 20 -258.0
 850855.491 20 -257.0
 851125.280 20 -260.0
 851396.399 20 -259.0
 851666.308 20 -259.0
 851936.568 20 -261.0
 852207.518 20 -263.0
 852477.475 20 -267.0
 852748.188 20 -269.0
 853018.459 20 -266.0
 853287.995 20 -263.0
 853559.024 20 -269.0
 853829.101 20 -265.0
 854099.196 20 -266.0
 854370.333 20 -264.0
 854640.680 20 -268.0
 854910.971 20 -271.0
 855181.634 20 -273.0
 855451.193 20 -274.0
 855722.216 20 -273.0
 855992.554 20 -273.0
 856262.110 20 -272.0
 856533.287 20 -276.0
 856803.230 20 -273.0
 857073.688 20 -269.0
 857344.398 20 -268.0
 857614.238 20 -265.0
 857885.419 20 -262.0
 858155.701 20 -263.0
 858425.031 20 -260.0
 858696.384 20 -263.0
 858965.896 20 -265.0
 859236.513 20 -264.0
 859507.418 20 -265.0
 859777.528 20 -266.0
 860048.381 20 -265.0
 860318.648 20 -265.0
 860588.505 20 -261.0
 860859.612 20 -259.0
 861129.777 20 -260.0
 861399.683 20 -262.0
 861670.411 20 -262.0
 861940.257 20 -264.0
 862210.957 20 -262.0
 862481.395 20 -266.0
 862751.210 20 -270.0
 863022.451 20 -266.0
 863292.879 20 -263.0
 863562.615 20 -264.0
 863833.731 20 -267.0
 864102.810 20 -269.0
 864373.771 20 -271.0
 864644.426 20 -272.0
 864914.010 20 -272.0
 865185.468 20 -268.0
 865455.635 20 -264.0
 865725.792 20 -268.0
 865996.694 20 -271.0
 866266.400 20 -273.0
 866537.101 20 -269.0
 866807.419 20 -271.0
 867076.979 20 -270.0
 867347.970 20 -272.0
 867618.049 20 -267.0
 867888.208 20 -264.0
 868159.022 20 -264.0
 868429.406 20 -262.0
 868699.849 20 -265.0
 868970.463 20 -263.0
 869239.656 20 -262.0
 869510.714 20 -259.0
 869781.147 20 -260.0
 870050.692 20 -263.0
 870322.028 20 -260.0
